Line Number,Company Name,Company CIK Key,company_edit_name
23977,"ALPHA CUBED INVESTMENTS HOLDINGS - FUND I, LP",1616792,"alpha cubed investments holdings - fund i, lp"
23978,"ALPHA CUBED INVESTMENTS, LLC",1580830,"alpha cubed investments, llc"
23979,ALPHA DEVELOPMENT LLC,1353267,alpha development llc
23980,ALPHA DOG PRODUCTIONS LLC,1445487,alpha dog productions llc
23981,"ALPHA EDGE CAPITAL PARTNERS, LP",1678651,"alpha edge capital partners, lp"
23982,"ALPHA EDISON A, L.P.",1662432,"alpha edison a, l.p."
23983,"ALPHA EDISON, L.P.",1662431,"alpha edison, l.p."
23984,ALPHA EMS CORP,1219266,alpha ems corp
23985,ALPHA ENERGY 2007-C LP,1432771,alpha energy 2007-c lp
23986,ALPHA ENERGY INC,855787,alpha energy inc
23987,ALPHA ENERGY OFFSHORE LTD,1315470,alpha energy offshore ltd
23988,ALPHA ENERGY PARTNERS DRILLING PROGRAM 2010 A LP,1504244,alpha energy partners drilling program 2010 a lp
23989,ALPHA ENERGY PARTNERS DRILLING PROGRAM 2010 B LP,1507800,alpha energy partners drilling program 2010 b lp
23990,ALPHA ENERGY PARTNERS DRILLING PROGRAM 2010 C LP,1507795,alpha energy partners drilling program 2010 c lp
23991,ALPHA ENERGY PARTNERS DRILLING PROGRAM 2011 A L.P.,1532509,alpha energy partners drilling program 2011 a l.p.
23992,ALPHA ENERGY PARTNERS DRILLING PROGRAM 2011 B L.P.,1532508,alpha energy partners drilling program 2011 b l.p.
23993,ALPHA ENERGY PARTNERS DRILLING PROGRAM 2012 A L.P.,1549010,alpha energy partners drilling program 2012 a l.p.
23994,ALPHA ENERGY PARTNERS LLC,1315469,alpha energy partners llc
23995,"ALPHA ENERGY SALES, LLC",1310030,"alpha energy sales, llc"
23996,"ALPHA ENGINES, CORP.",1303172,"alpha engines, corp."
23997,ALPHA EQUITY ADVISERS LLC,1113675,alpha equity advisers llc
23998,ALPHA EQUITY ASSET ALLOCATION FUND LP,1252260,alpha equity asset allocation fund lp
23999,ALPHA EQUITY ASSET ALLOCATION OFFSHORE FUND LTD,1330204,alpha equity asset allocation offshore fund ltd
24000,ALPHA EQUITY GLOBAL LONG/SHORT FUND LP,1414639,alpha equity global long/short fund lp
24001,ALPHA EQUITY GLOBAL LONG/SHORT OFFSHORE FUND LTD,1330204,alpha equity global long/short offshore fund ltd
24002,ALPHA EQUITY GLOBAL MARKET NEUTRAL FUND LP,1406040,alpha equity global market neutral fund lp
24003,ALPHA EQUITY GLOBAL MARKET NEUTRAL OFFSHORE FUND LTD,1330205,alpha equity global market neutral offshore fund ltd
24004,ALPHA EQUITY INTERNATIONAL FUND LP,1145309,alpha equity international fund lp
24005,ALPHA EQUITY INTERNATIONAL MARKET NEUTRAL FUND LP,1331182,alpha equity international market neutral fund lp
24006,ALPHA EQUITY LEVERAGED MARKET NEUTRAL FUND LP,1405529,alpha equity leveraged market neutral fund lp
24007,ALPHA EQUITY LEVERAGED MARKET NEUTRAL OFFSHORE FUND LTD,1330206,alpha equity leveraged market neutral offshore fund ltd
24008,ALPHA EQUITY MANAGEMENT LLC,1389511,alpha equity management llc
24009,ALPHA EQUITY MARKET NEUTRAL FUND LP,1127485,alpha equity market neutral fund lp
24010,ALPHA EQUITY MARKET NEUTRAL OFFSHORE FUND LTD,1330451,alpha equity market neutral offshore fund ltd
24011,ALPHA EQUITY MARKET PLUS FUND LP,1127484,alpha equity market plus fund lp
24012,ALPHA EQUITY MICROCAP FUND LP,1406131,alpha equity microcap fund lp
24013,ALPHA EQUITY MULTI-STRATEGY OFFSHORE FUND LTD,1330204,alpha equity multi-strategy offshore fund ltd
24014,ALPHA EQUITY REAL ESTATE SECURITIES FUND LP,1145313,alpha equity real estate securities fund lp
24015,ALPHA EQUITY REAL ESTATE SECURITIES MARKET NEUTRAL FUND LP,1252099,alpha equity real estate securities market neutral fund lp
24016,ALPHA EQUITY REAL ESTATE SECURITIES MARKET NEUTRAL OFFSHORE FUND LTD,1330456,alpha equity real estate securities market neutral offshore fund ltd
24017,ALPHA EQUITY REAL ESTATE SECURITIES OFFSHORE FUND LTD,1330453,alpha equity real estate securities offshore fund ltd
24018,ALPHA EQUITY RESEARCH INC,935527,alpha equity research inc
24019,"ALPHA EQUITY RESEARCH, INC.",935527,"alpha equity research, inc."
24020,ALPHA ETF TRUST,1400454,alpha etf trust
24021,"ALPHA EUROPE INVEST, L.P.",1547983,"alpha europe invest, l.p."
24022,"ALPHA EUROPEAN SALES, INC.",1523230,"alpha european sales, inc."
24023,ALPHA EVOLVING MANAGER FUND LTD,1175788,alpha evolving manager fund ltd
24024,ALPHA FAMILY TRUST,1568991,alpha family trust
24025,ALPHA FIBRE INC,1072569,alpha fibre inc
24026,ALPHA FINANCE US CORP                                   /BD,1092085,alpha finance us corp                                   /bd
24027,ALPHA FINANCE US CORPORATION,1092085,alpha finance us corporation
24028,ALPHA FLIPS LLC,1353269,alpha flips llc
24029,"ALPHA FRONT STREET PROPERTIES, LLC",1679700,"alpha front street properties, llc"
24030,ALPHA FUND LLC,1170163,alpha fund llc
24031,ALPHA FUND PARTNERS LTD,1420632,alpha fund partners ltd
24032,ALPHA FUND US LP,1204266,alpha fund us lp
24033,ALPHA FUTURES FUND LP,1309080,alpha futures fund lp
24034,ALPHA G INC,1060349,alpha g inc
24035,ALPHA GAS & OIL CO,1275068,alpha gas & oil co
24036,ALPHA GENERAL HOLDINGS LTD /FI,1171372,alpha general holdings ltd /fi
24037,ALPHA GENERATION INC,350915,alpha generation inc
24038,"ALPHA GLOBAL HOLDINGS, INC.",1566286,"alpha global holdings, inc."
24039,ALPHA GLOBAL PARTNERS LP,1416103,alpha global partners lp
24040,ALPHA GOLD CORP,1157807,alpha gold corp
24041,"ALPHA GP FUND I, LLC",1698577,"alpha gp fund i, llc"
24042,ALPHA GREEN ENERGY LTD,1484030,alpha green energy ltd
24043,"ALPHA HEALTHCARE GROWTH FUND I, LLC",1705826,"alpha healthcare growth fund i, llc"
24044,"ALPHA HEDGE FUND, INC.",1288871,"alpha hedge fund, inc."
24045,ALPHA HG FUND LLC,1327153,alpha hg fund llc
24046,"ALPHA HG FUND, LTD.",1559611,"alpha hg fund, ltd."
24047,ALPHA HOLDING INC/ DE,1116205,alpha holding inc/ de
24048,ALPHA HOSPITALITY CORP,906780,alpha hospitality corp
24049,ALPHA HUNTER DRILLING LLC,1565657,alpha hunter drilling llc
24050,"ALPHA HUNTER DRILLING, LLC",1565657,"alpha hunter drilling, llc"
24051,ALPHA HYDRONICS LLC,1567934,alpha hydronics llc
24052,"ALPHA INDIA, LLC",1516236,"alpha india, llc"
24053,ALPHA INDUSTRIES INC,4127,alpha industries inc
24054,ALPHA INNOTECH CORP,830736,alpha innotech corp
24055,ALPHA INSURANCE ANALYSTS LTD,1454220,alpha insurance analysts ltd
24056,ALPHA INTERNATIONAL CORP,1062038,alpha international corp
24057,ALPHA INVESTMENT INC.,1616736,alpha investment inc.
24058,ALPHA INVESTMENT MANAGEMENT INC                         /ADV,739900,alpha investment management inc                         /adv
24059,ALPHA INVESTMENT MANAGEMENT LLC,1303098,alpha investment management llc
24060,ALPHA INVESTMENTS LLC,1021195,alpha investments llc
24061,"ALPHA JWC VENTURES I, L.P.",1660970,"alpha jwc ventures i, l.p."
24062,"ALPHA LAB ENHANCED INCOME FUND, LP",1663295,"alpha lab enhanced income fund, lp"
24063,"ALPHA LAKE LAND LIVING PROPERTIES, LLC",1702518,"alpha lake land living properties, llc"
24064,ALPHA LAMBDA ALUM INVESTORS LLC,1129258,alpha lambda alum investors llc
24065,ALPHA LAMBDA ALUM INVESTORS LLC,1170408,alpha lambda alum investors llc
24066,"ALPHA LAND & RESERVES, LLC",1304025,"alpha land & reserves, llc"
24067,ALPHA LOAN SERVICING LTD LIABILITY CO,1693794,alpha loan servicing ltd liability co
24068,"ALPHA LOGIC, INC.",1621743,"alpha logic, inc."
24069,"ALPHA LUJO, INC.",1398427,"alpha lujo, inc."
24070,ALPHA MANAGERS,1415770,alpha managers
24071,ALPHA MASTER HOLDING FUND II LLC,1172840,alpha master holding fund ii llc
24072,ALPHA MASTER STRATEGIES FUND LTD,1321331,alpha master strategies fund ltd
24073,ALPHA MED SURGE INC,1433142,alpha med surge inc
24074,ALPHA MEDIA INC,1428433,alpha media inc
24075,"ALPHA MERIDIAN CAPITAL PARTNERS, LP",1681634,"alpha meridian capital partners, lp"
24076,ALPHA MICROSYSTEMS,352869,alpha microsystems
24077,ALPHA MIDWEST HOLDING CO,1310031,alpha midwest holding co
24078,"ALPHA MIKE FOXTROT, INC.",1577241,"alpha mike foxtrot, inc."
24079,ALPHA MINERALS INC.,1564743,alpha minerals inc.
24080,ALPHA MODUS CORP,1614255,alpha modus corp
24081,ALPHA MONTICELLO INC,1302607,alpha monticello inc
24082,"ALPHA MOTORSPORT, INC.",1305748,"alpha motorsport, inc."
24083,ALPHA MUSIC MFG CORP.,1479197,alpha music mfg corp.
24084,ALPHA NATURAL RESOURCES CAPITAL CORP.,1304026,alpha natural resources capital corp.
24085,"ALPHA NATURAL RESOURCES INTERNATIONAL, LLC",1516237,"alpha natural resources international, llc"
24086,"ALPHA NATURAL RESOURCES SERVICES, LLC",1304028,"alpha natural resources services, llc"
24087,"ALPHA NATURAL RESOURCES, INC./OLD",1310243,"alpha natural resources, inc./old"
24088,"ALPHA NATURAL RESOURCES, INC.",1301063,"alpha natural resources, inc."
24089,"ALPHA NATURAL RESOURCES, INC.",1310243,"alpha natural resources, inc."
24090,"ALPHA NATURAL RESOURCES, LLC",1304027,"alpha natural resources, llc"
24091,ALPHA NETWORK ALLIANCE VENTURES INC.,1491829,alpha network alliance ventures inc.
24092,"ALPHA NODUS, INC.",1657497,"alpha nodus, inc."
24093,ALPHA NR HOLDING INC,1324212,alpha nr holding inc
24094,ALPHA NUTRA INC,837852,alpha nutra inc
24095,ALPHA OFFSHORE MASTER FUND LTD,1280787,alpha offshore master fund ltd
24096,"ALPHA OILFIELD WATER SERVICES, LLC",1641408,"alpha oilfield water services, llc"
24097,"ALPHA OMEGA CAPITAL SECURITIES, LLC",1313283,"alpha omega capital securities, llc"
24098,ALPHA OMEGA WEALTH MANAGEMENT LLC,1665633,alpha omega wealth management llc
24099,"ALPHA OPPORTUNITIES FUND, LP",1606752,"alpha opportunities fund, lp"
24100,"ALPHA OPPORTUNITY FUND I, LLC",1479505,"alpha opportunity fund i, llc"
24101,"ALPHA ORTHOPAEDICS, INC.",1496054,"alpha orthopaedics, inc."
24102,ALPHA OUTPOST LLC,1661170,alpha outpost llc
24103,"ALPHA PA COAL TERMINAL, LLC",1423037,"alpha pa coal terminal, llc"
24104,ALPHA PACIFIC QUALIFIED PARTNERS L P,1321576,alpha pacific qualified partners l p
24105,ALPHA PACKAGING LLC,1499813,alpha packaging llc
24106,ALPHA PARTNERS INVESTMENT FUND LP,1415689,alpha partners investment fund lp
24107,ALPHA PETROLEUM EXPLORATION CORP,90685,alpha petroleum exploration corp
24108,ALPHA PLUS CAPITAL MANAGEMENT                          /ADV,799145,alpha plus capital management                          /adv
24109,ALPHA PLUS SM (GLOBAL EQUITY) MANAGERS,1409129,alpha plus sm (global equity) managers
24110,ALPHA PLUS SM (GLOBAL EQUITY) MANAGERS,1413059,alpha plus sm (global equity) managers
24111,ALPHA PLUS SM MANAGERS PORTFOLIO 7 LLC,1424534,alpha plus sm managers portfolio 7 llc
24112,ALPHA PLUS SM MANAGERS,1413061,alpha plus sm managers
24113,ALPHA PLUS SM MANAGERS,1413068,alpha plus sm managers
24114,"ALPHA PRAEDIUM MARKET NEUTRAL FUND, LP",1252099,"alpha praedium market neutral fund, lp"
24115,ALPHA PRD INC,1278953,alpha prd inc
24116,"ALPHA PRD, INC.",1254218,"alpha prd, inc."
24117,ALPHA PRIVATE EQUITY FUND 6 (SCA) SICAR,1526568,alpha private equity fund 6 (sca) sicar
24118,ALPHA PRIVATE EQUITY FUND 7 (SCA),1689196,alpha private equity fund 7 (sca)
24119,ALPHA PRIVATE FUND MANAGEMENT LLC,1631227,alpha private fund management llc
24120,ALPHA PRO TECH LTD,884269,alpha pro tech ltd
24121,ALPHA QUEST LLC,1419705,alpha quest llc
24122,ALPHA RADAR FUND L P,1347330,alpha radar fund l p
24123,ALPHA REAL ESTATE HOLDINGS I LCC,1612213,alpha real estate holdings i lcc
24124,"ALPHA REAL ESTATE HOLDINGS, L.P.",1462235,"alpha real estate holdings, l.p."
24125,ALPHA REFERRAL NETWORK LLC,1420679,alpha referral network llc
24126,"ALPHA REFERRAL NETWORK, LLC",1420679,"alpha referral network, llc"
24127,"ALPHA REI I, LLC",1496333,"alpha rei i, llc"
24128,"ALPHA REI II, LLC",1495725,"alpha rei ii, llc"
24129,"ALPHA REI III, LLC.",1503305,"alpha rei iii, llc."
24130,"ALPHA REI IV, LLC",1496334,"alpha rei iv, llc"
24131,"ALPHA REI VI, LLC.",1558553,"alpha rei vi, llc."
24132,ALPHA RESEARCH GROUP LLC,1176414,alpha research group llc
24133,ALPHA RESOURCES INC /DE/,1031381,alpha resources inc /de/
24134,ALPHA RING INTERNATIONAL LTD,1673458,alpha ring international ltd
24135,ALPHA RUSSIA & CIS SECONDARY L.P.,1491528,alpha russia & cis secondary l.p.
24136,ALPHA SECURITIES CORP.,927669,alpha securities corp.
24137,ALPHA SECURITIES CORP,927669,alpha securities corp
24138,ALPHA SECURITY GROUP CORP,1329361,alpha security group corp
24139,ALPHA SELECT FUNDS,914243,alpha select funds
24140,"ALPHA SHALE HOLDINGS, LLC",1624634,"alpha shale holdings, llc"
24141,"ALPHA SHALE RESOURCES, LP",1624642,"alpha shale resources, lp"
24142,"ALPHA SHIPPING & CHARTERING, LLC",1304026,"alpha shipping & chartering, llc"
24143,ALPHA SIERRA I LCC,1392952,alpha sierra i lcc
24144,ALPHA SM GLOBAL EQUITY MANAGERS PORTFOLIO 3 OFFSHORE LP,1359237,alpha sm global equity managers portfolio 3 offshore lp
24145,ALPHA SM GLOBAL EQUITY MANAGERS PORTFOLIO 5 OFFSHORE LP,1400575,alpha sm global equity managers portfolio 5 offshore lp
24146,ALPHA SM MANAGERS PORTFOLIO 1 OFFSHORE LP,1359246,alpha sm managers portfolio 1 offshore lp
24147,ALPHA SM MANAGERS PORTFOLIO 2 OFFSHORE LP,1359235,alpha sm managers portfolio 2 offshore lp
24148,ALPHA SM MANAGERS PORTFOLIO 7 LLC,1428741,alpha sm managers portfolio 7 llc
24149,ALPHA SM MANAGERS,1421792,alpha sm managers
24150,ALPHA SM MANAGERS,1359230,alpha sm managers
24151,ALPHA SM(GLOBAL EQUITY)MANAGERS,1407358,alpha sm(global equity)managers
24152,ALPHA SOLARCO INC,312257,alpha solarco inc
24153,ALPHA SPACECOM INC,763245,alpha spacecom inc
24154,ALPHA SPRING LTD,1614926,alpha spring ltd
24155,ALPHA SPV I INC,1702439,alpha spv i inc
24156,"ALPHA SQUARE 4 PERCENT, LP",1608817,"alpha square 4 percent, lp"
24157,"ALPHA SQUARE 9 PERCENT, LP",1608818,"alpha square 9 percent, lp"
24158,"ALPHA STAR FUND, LP",1587088,"alpha star fund, lp"
24159,ALPHA STRATEGIC INVESTMENT FUND QP LLC,1170378,alpha strategic investment fund qp llc
24160,ALPHA STRATEGIC MANAGEMENT LTD                          /BD,1085540,alpha strategic management ltd                          /bd
24161,"ALPHA STRATEGIC MANAGEMENT, LTD.",1085540,"alpha strategic management, ltd."
24162,"ALPHA SUB FIVE, LLC",1516238,"alpha sub five, llc"
24163,"ALPHA SUB FOUR, LLC",1516239,"alpha sub four, llc"
24164,"ALPHA SUB ONE, LLC",1516240,"alpha sub one, llc"
24165,"ALPHA SUB THREE, LLC",1516218,"alpha sub three, llc"
24166,"ALPHA SUB TWO, LLC",1516219,"alpha sub two, llc"
24167,"ALPHA SUBMARINE ADVENTURES, LLC",1666085,"alpha submarine adventures, llc"
24168,ALPHA SYMMETRY FUND LTD,1211472,alpha symmetry fund ltd
24169,ALPHA TECH STOCK TRANSFER TRUST                         /TA,846529,alpha tech stock transfer trust                         /ta
24170,ALPHA TECHNOLOGIES GROUP INC,710807,alpha technologies group inc
24171,ALPHA TECHOLOGY FUND LP,1316119,alpha techology fund lp
24172,"ALPHA TERMINAL COMPANY, LLC",1304029,"alpha terminal company, llc"
24173,ALPHA THEORY LLC,1393999,alpha theory llc
24174,ALPHA TITANS LP,1423611,alpha titans lp
24175,ALPHA TITANS LTD,1424287,alpha titans ltd
24176,ALPHA TOUCH LLC,1440681,alpha touch llc
24177,"ALPHA TOYS, LLC",1526601,"alpha toys, llc"
24178,"ALPHA TPL PROPERTIES, LLC",1693190,"alpha tpl properties, llc"
24179,ALPHA TRUST /TX/,733084,alpha trust /tx/
24180,ALPHA USA MASTER FUND LLC,1298236,alpha usa master fund llc
24181,"ALPHA UX, INC.",1652870,"alpha ux, inc."
24182,ALPHA VAX INC,1077169,alpha vax inc
24183,"ALPHA VENTURE CAPITAL FUND, L.P.",1511185,"alpha venture capital fund, l.p."
24184,"ALPHA VENTURE CAPITAL PARTNERS, L.P.",1504001,"alpha venture capital partners, l.p."
24185,"ALPHA VENTURE PARTNERS FUND ANNEX, LLC - SERIES A-2",1699146,"alpha venture partners fund annex, llc - series a-2"
24186,"ALPHA VENTURE PARTNERS FUND ANNEX, LLC - SERIES CL",1699207,"alpha venture partners fund annex, llc - series cl"
24187,"ALPHA VENTURE PARTNERS FUND II, L.P.",1693439,"alpha venture partners fund ii, l.p."
24188,"ALPHA VENTURE PARTNERS FUND, L.P.",1593143,"alpha venture partners fund, l.p."
24189,ALPHA VENTURE SECURITIES COMPANY,826429,alpha venture securities company
24190,ALPHA VIRTUAL INC/CA/,710217,alpha virtual inc/ca/
24191,"ALPHA VITAE PROPERTIES, LLC",1695031,"alpha vitae properties, llc"
24192,"ALPHA WASHBURN PROPERTIES, LLC",1687222,"alpha washburn properties, llc"
24193,"ALPHA WASTEWATER, INC.",1093928,"alpha wastewater, inc."
24194,ALPHA WINDWARD LLC,1353219,alpha windward llc
24195,"ALPHA WYOMING LAND CO, LLC",1310033,"alpha wyoming land co, llc"
24196,ALPHA Z FUTURES FUND LLC,1689236,alpha z futures fund llc
24197,ALPHA-EN CORP,1023298,alpha-en corp
24198,"ALPHA-OMEGA TECH GROUP, INC.",1458870,"alpha-omega tech group, inc."
24199,ALPHA-SQUARED GLOBAL MACRO FUND I LP,1447224,alpha-squared global macro fund i lp
24200,ALPHA4X ONSHORE FEEDER FUND LP,1583839,alpha4x onshore feeder fund lp
24201,ALPHABET ACQUISITION CORP.,1536746,alphabet acquisition corp.
24202,ALPHABET CREATIVITY TOLERANCE,1672238,alphabet creativity tolerance
24203,"ALPHABET ENERGY, INC.",1476250,"alphabet energy, inc."
24204,"ALPHABET HOLDING COMPANY, INC.",1566978,"alphabet holding company, inc."
24205,ALPHABET INC.,1652044,alphabet inc.
24206,ALPHABET LANE INC,1444211,alphabet lane inc
24207,"ALPHABET MANAGEMENT, LLC",1463970,"alphabet management, llc"
24208,"ALPHABET OFFSHORE, LTD.",1459235,"alphabet offshore, ltd."
24209,ALPHABET PARTNERS LP,1413936,alphabet partners lp
24210,ALPHABETA INC.,1694905,alphabeta inc.
24211,ALPHABETICALL INC,1457343,alphabeticall inc
24212,"ALPHABIRD, INC.",1546376,"alphabird, inc."
24213,ALPHABLEND GLOBAL EQUITY FUND I LP,1459670,alphablend global equity fund i lp
24214,"ALPHABRIDGE FIXED INCOME FUND, LTD.",1137697,"alphabridge fixed income fund, ltd."
24215,ALPHABRIDGE FIXED INCOME PARTNERS LP,1136147,alphabridge fixed income partners lp
24216,"ALPHACARE HOLDINGS, INC.",1596549,"alphacare holdings, inc."
24217,"ALPHACARE HOLDINGS, LLC",1577864,"alphacare holdings, llc"
24218,"ALPHACAST MULTI ADVISOR FUND, LP",1563542,"alphacast multi advisor fund, lp"
24219,ALPHACAT OPPORTUNITIES LTD.,1665326,alphacat opportunities ltd.
24220,ALPHACENTRIC PRIME MERIDIAN INCOME FUND,1697196,alphacentric prime meridian income fund
24221,ALPHACIPHER ACQUISITION CORP,1545746,alphacipher acquisition corp
24222,"ALPHACLONE, INC.",1642938,"alphaclone, inc."
24223,ALPHACOM CORP,1084899,alphacom corp
24224,ALPHACOM INC,356664,alphacom inc
24225,"ALPHACREDIT DEBT FUND, LLC",1542727,"alphacredit debt fund, llc"
24226,"ALPHACREDIT SUBORDINATED DEBT FUND, LLC",1573765,"alphacredit subordinated debt fund, llc"
24227,ALPHACREST CAPITAL MANAGEMENT LLC,1633256,alphacrest capital management llc
24228,ALPHADETAIL INC,1143594,alphadetail inc
24229,ALPHADYNE ASSET MANAGEMENT LP,1535943,alphadyne asset management lp
24230,ALPHADYNE ASSET MANAGEMENT PTE LTD,1484904,alphadyne asset management pte ltd
24231,"ALPHADYNE ASSET MANAGEMENT, LLC",1535943,"alphadyne asset management, llc"
24232,"ALPHADYNE GLOBAL RATES FUND II, LTD.",1553785,"alphadyne global rates fund ii, ltd."
24233,"ALPHADYNE GLOBAL RATES PARTNERS II, LP",1536736,"alphadyne global rates partners ii, lp"
24234,"ALPHADYNE GLOBAL RATES PARTNERS, LP",1465717,"alphadyne global rates partners, lp"
24235,"ALPHADYNE INTERNATIONAL (ERISA) FUND, LTD.",1539575,"alphadyne international (erisa) fund, ltd."
24236,ALPHADYNE INTERNATIONAL FUND LTD,1457342,alphadyne international fund ltd
24237,"ALPHADYNE INTERNATIONAL FUND, LTD.",1457342,"alphadyne international fund, ltd."
24238,ALPHADYNE INTERNATIONAL PARTNERS LP,1444391,alphadyne international partners lp
24239,"ALPHADYNE INTERNATIONAL PARTNERS, LP",1444391,"alphadyne international partners, lp"
24240,ALPHADYNE INVESTMENT STRATEGIES FUND LTD - CLASS A & CLASS B COMMON STOCK (SEGREGATED PORTFOLIO A),1457617,alphadyne investment strategies fund ltd - class a & class b common stock (segregated portfolio a)
24241,"ALPHADYNE INVESTMENT STRATEGIES FUND, LTD.",1457617,"alphadyne investment strategies fund, ltd."
24242,ALPHADYNE INVESTMENT STRATEGIES PARTNERS LP - SERIES A LP INTERESTS (SEGREGATED PORFOLIO A),1457616,alphadyne investment strategies partners lp - series a lp interests (segregated porfolio a)
24243,"ALPHADYNE INVESTMENT STRATEGIES PARTNERS, LP",1457616,"alphadyne investment strategies partners, lp"
24244,"ALPHADYNE OC ASIA RATES, LTD.",1468616,"alphadyne oc asia rates, ltd."
24245,"ALPHADYNE OC GLOBAL RATES, LTD.",1468615,"alphadyne oc global rates, ltd."
24246,ALPHAEON CORP,1622667,alphaeon corp
24247,"ALPHAFLOW DIVERSIFICATION FUND 2, LP",1680827,"alphaflow diversification fund 2, lp"
24248,"ALPHAFLOW DIVERSIFICATION FUND 3, LP",1686866,"alphaflow diversification fund 3, lp"
24249,"ALPHAFLOW FUND 1, LP",1669899,"alphaflow fund 1, lp"
24250,"ALPHAFLOW HOLDINGS, LLC",1701113,"alphaflow holdings, llc"
24251,"ALPHAFLOW, INC.",1650200,"alphaflow, inc."
24252,ALPHAGARY CORP,1340158,alphagary corp
24253,ALPHAGEN ALDEBARAN FUND LTD,1321381,alphagen aldebaran fund ltd
24254,ALPHAGEN ARNEB FUND LLC,1164988,alphagen arneb fund llc
24255,ALPHAGEN AVIOR FUND LTD,1439841,alphagen avior fund ltd
24256,ALPHAGEN CAPELLA FUND LTD,1440577,alphagen capella fund ltd
24257,ALPHAGEN CAPITAL LTD.,1457236,alphagen capital ltd.
24258,ALPHAGEN CRUCIS FUND LTD,1439848,alphagen crucis fund ltd
24259,ALPHAGEN DEVELOPING MARKETS BEST IDEAS FUND LLC,1655407,alphagen developing markets best ideas fund llc
24260,ALPHAGEN DORADOS FUND LTD,1439833,alphagen dorados fund ltd
24261,ALPHAGEN ELTANIN FUND LTD,1439859,alphagen eltanin fund ltd
24262,ALPHAGEN ENERGY BEST IDEAS FUND LLC,1647997,alphagen energy best ideas fund llc
24263,"ALPHAGEN EUROPEAN BEST IDEAS FUND, LLC",1612059,"alphagen european best ideas fund, llc"
24264,ALPHAGEN HOKUTO FUND LTD,1439862,alphagen hokuto fund ltd
24265,ALPHAGEN MULTI HEDGE FUND LTD,1455490,alphagen multi hedge fund ltd
24266,ALPHAGEN NORTHERN PINES FUND LTD,1479906,alphagen northern pines fund ltd
24267,ALPHAGEN OCTANIS FUND LTD,1439855,alphagen octanis fund ltd
24268,ALPHAGEN PERSEUS FUND LTD,1330435,alphagen perseus fund ltd
24269,ALPHAGEN PICTOR FUND LTD,1439850,alphagen pictor fund ltd
24270,ALPHAGEN PYXIS FUND LTD,1439858,alphagen pyxis fund ltd
24271,ALPHAGEN REGULUS FUND LTD,1439839,alphagen regulus fund ltd
24272,ALPHAGEN RHOCAS FUND LTD,1440576,alphagen rhocas fund ltd
24273,ALPHAGEN SECURITIES LLC,1044205,alphagen securities llc
24274,"ALPHAGEN SERIES, A SERIES OF LGMA LLC",1540551,"alphagen series, a series of lgma llc"
24275,ALPHAGEN TENRO FUND LTD,1355026,alphagen tenro fund ltd
24276,ALPHAGEN TUCANA FUND LTD,1439832,alphagen tucana fund ltd
24277,ALPHAGEN VELAS FUND LTD,1439847,alphagen velas fund ltd
24278,ALPHAGEN VOLANTIS FUND LTD,1439827,alphagen volantis fund ltd
24279,ALPHAGENE INC,932246,alphagene inc
24280,"ALPHAGENIUS FUND, LP",1537901,"alphagenius fund, lp"
24281,"ALPHAHARVEST CAPITAL PARTNERS, L.P.",1474120,"alphaharvest capital partners, l.p."
24282,"ALPHAHEDGE CAPITAL PARTNERS, LLC",1530827,"alphahedge capital partners, llc"
24283,"ALPHAKEYS ATLAS ENHANCED FUND, L.L.C.",1663522,"alphakeys atlas enhanced fund, l.l.c."
24284,"ALPHAKEYS BCP PRIVATE EQUITY FUND VII, L.L.C.",1653604,"alphakeys bcp private equity fund vii, l.l.c."
24285,"ALPHAKEYS BRASIL INFRASTRUCTURE FUND, L.L.C.",1607117,"alphakeys brasil infrastructure fund, l.l.c."
24286,"ALPHAKEYS CARLYLE ASIA IV, L.L.C.",1569504,"alphakeys carlyle asia iv, l.l.c."
24287,"ALPHAKEYS DOUBLE BLACK DIAMOND FUND, L.L.C.",1551189,"alphakeys double black diamond fund, l.l.c."
24288,"ALPHAKEYS EUROPEAN REAL ESTATE OPPORTUNITIES FUND II, L.L.C.",1665945,"alphakeys european real estate opportunities fund ii, l.l.c."
24289,"ALPHAKEYS EUROPEAN REAL ESTATE OPPORTUNITIES FUND, L.L.C.",1597631,"alphakeys european real estate opportunities fund, l.l.c."
24290,"ALPHAKEYS GAVEA FUND, L.L.C.",1522380,"alphakeys gavea fund, l.l.c."
24291,"ALPHAKEYS GS INVESTMENT PARTNERS (OFFSHORE), LTD.",1541594,"alphakeys gs investment partners (offshore), ltd."
24292,"ALPHAKEYS GS INVESTMENT PARTNERS, L.L.C.",1541955,"alphakeys gs investment partners, l.l.c."
24293,"ALPHAKEYS KKR ENERGY INCOME FUND, L.L.C.",1587485,"alphakeys kkr energy income fund, l.l.c."
24294,"ALPHAKEYS KKR EUROPEAN FUND IV, L.L.C.",1637579,"alphakeys kkr european fund iv, l.l.c."
24295,"ALPHAKEYS KKR FUND XI, L.L.C.",1549308,"alphakeys kkr fund xi, l.l.c."
24296,"ALPHAKEYS MILLENNIUM FUND (OFFSHORE), LTD.",1521529,"alphakeys millennium fund (offshore), ltd."
24297,"ALPHAKEYS MILLENNIUM FUND II, L.L.C.",1519810,"alphakeys millennium fund ii, l.l.c."
24298,"ALPHAKEYS MILLENNIUM FUND III, L.L.C.",1557747,"alphakeys millennium fund iii, l.l.c."
